,Company,TypeName,Inches,Memory,Gpu,OperatingSystem,Weight,Price,ScreenWidth,ScreenHeight,CpuManufacturer,CpuSpeed,CpuModel,PrimaryStorageAmount,PrimaryStorageType,SecondaryStorageAmount,SecondaryStorageType
540,Dell,Ultrabook,13.3,8,Intel UHD Graphics 620,Windows 10,1.2,74538.72,3200,1800,Intel,1.8,Core i7,256.0,SSD,0.0,None
541,Dell,Notebook,14.0,4,Intel HD Graphics 520,Windows 10,1.6,39207.1536,1920,1080,Intel,2,Core i3,128.0,SSD,0.0,None
542,HP,Ultrabook,13.3,8,Intel HD Graphics 620,Windows 10,1.34,61005.6,3200,1800,Intel,2.7,Core i7,256.0,SSD,0.0,None
543,Acer,Gaming,15.6,8,Nvidia GeForce GTX 1050,Linux,2.4,42517.44,1920,1080,Intel,2.5,Core i5,1000.0,HDD,0.0,None
544,Asus,Notebook,15.6,4,Other,Windows 10,2,18594.72,1366,768,AMD,1.8,Other,500.0,HDD,0.0,None
545,HP,Notebook,15.6,4,Intel HD Graphics 620,Windows 10,2.1,37589.04,1920,1080,Intel,2.4,Core i3,128.0,SSD,0.0,None
546,Lenovo,Notebook,14.0,4,Intel HD Graphics 620,Windows 10,1.87,41824.8,1920,1080,Intel,2.5,Core i5,500.0,HDD,0.0,None
547,Lenovo,Notebook,15.6,4,Intel HD Graphics 520,No OS,2.15,24634.008,1920,1080,Intel,2.3,Core i5,1000.0,HDD,0.0,None
548,HP,Notebook,15.6,4,Intel HD Graphics 520,Windows 10,1.86,21152.16,1920,1080,Intel,2,Core i3,500.0,HDD,0.0,None
549,Lenovo,Notebook,15.6,8,Intel HD Graphics 620,Windows 10,1.99,92121.12,1920,1080,Intel,2.7,Core i7,512.0,SSD,0.0,None
550,Lenovo,Notebook,15.6,4,Intel HD Graphics 520,Windows 10,2.2,26586.72,1920,1080,Intel,2,Core i3,128.0,SSD,0.0,None
551,Dell,Notebook,15.6,8,Intel HD Graphics 620,Windows 10,1.9,59513.2272,1920,1080,Intel,2.5,Core i5,256.0,SSD,0.0,None
552,Dell,Gaming,17.3,16,Nvidia GeForce GTX 1070,Windows 10,4.42,143802.72,1920,1080,Intel,2.8,Core i7,256.0,SSD,1000.0,HDD
553,HP,Notebook,17.3,8,Intel HD Graphics 520,Windows 10,2.65,28992.312,1600,900,Intel,2,Core i3,1000.0,HDD,0.0,None
554,HP,Notebook,17.3,8,Nvidia GeForce 930MX,Windows 10,2.63,68198.4,1920,1080,Intel,2.7,Core i7,1000.0,HDD,0.0,None
555,Asus,Notebook,15.6,4,Intel HD Graphics 500,Linux,2,11934.72,1366,768,Intel,1.1,Celeron Dual,500.0,HDD,0.0,None
556,Other,Notebook,13.3,4,Intel HD Graphics,Windows 10,1.35,13586.4,1920,1080,Intel,1.44,Other,32.0,Flash Storage,0.0,None
557,Lenovo,Notebook,17.3,6,Nvidia GeForce 940MX,Windows 10,2.8,50562.72,1600,900,Intel,2.7,Core i7,128.0,SSD,1000.0,HDD
558,HP,Notebook,15.6,6,AMD Radeon 530,Windows 10,1.91,30310.992,1920,1080,AMD,2.5,Other,128.0,SSD,0.0,None
559,Dell,Notebook,15.6,4,Other,Windows 10,2.18,32921.712,1366,768,Intel,2,Core i3,1000.0,HDD,0.0,None
560,Acer,2 in 1 Convertible,11.6,4,Intel HD Graphics 500,Windows 10,1.25,18594.72,1920,1080,Intel,2.0,Celeron Dual,32.0,Flash Storage,0.0,None
561,Lenovo,Notebook,15.6,4,Intel HD Graphics 620,Windows 10,2.05,33566.4,1920,1080,Intel,2.7,Core i3,128.0,SSD,0.0,None
562,HP,Ultrabook,13.3,16,Intel HD Graphics 515,Windows 10,1.16,104695.2,3200,1800,Intel,1.2,Core M,512.0,SSD,0.0,None
563,Lenovo,Notebook,17.3,8,Other,Windows 10,3.4,159786.72,1920,1080,Intel,2.8,Core i7,256.0,SSD,0.0,None
564,Asus,Notebook,15.6,8,Nvidia GeForce GTX 1050,Windows 10,2.5,44701.92,1920,1080,Intel,2.5,Core i5,128.0,SSD,1000.0,HDD
565,Dell,Ultrabook,13.3,8,Intel UHD Graphics 620,Windows 10,1.21,85194.72,3840,2160,Intel,1.6,Core i5,128.0,SSD,0.0,None
566,Dell,Notebook,15.6,4,Intel HD Graphics 620,Windows 10,1.93,51095.52,1366,768,Intel,2.6,Core i5,500.0,HDD,0.0,None
567,Other,Notebook,15.6,8,Intel HD Graphics 620,Windows 10,2.2,39373.92,1366,768,Intel,2.5,Core i5,1000.0,HDD,0.0,None
568,Lenovo,Notebook,15.6,4,Other,Windows 10,2.2,18328.32,1920,1080,Intel,1.1,Pentium Quad,500.0,HDD,0.0,None
569,Lenovo,Notebook,14.0,4,Intel HD Graphics 620,Windows 10,2.02,52747.2,1366,768,Intel,2.5,Core i5,500.0,HDD,0.0,None
570,HP,Other,17.3,8,Other,Windows 10,3.14,99153.5472,1600,900,Intel,2.8,Core i5,500.0,HDD,0.0,None
571,HP,Notebook,14.0,8,Other,Windows 10,1.94,20725.92,1366,768,Intel,1.6,Pentium Quad,2000.0,HDD,0.0,None
572,HP,Notebook,15.6,6,AMD Radeon 530,Windows 10,1.95,34578.72,1920,1080,AMD,3,Other,256.0,SSD,0.0,None
573,Lenovo,Notebook,15.6,8,Intel HD Graphics 620,Windows 10,2.3,44222.4,1920,1080,Intel,2.5,Core i5,256.0,SSD,0.0,None
574,Lenovo,Notebook,15.6,4,Intel HD Graphics 620,Windows 10,2.05,36496.8,1920,1080,Intel,1.6,Core i5,500.0,HDD,0.0,None
575,Other,Notebook,14.0,4,Intel HD Graphics,Windows 10,1.4,13266.72,1920,1080,Intel,1.44,Other,32.0,SSD,0.0,None
576,Other,Ultrabook,14.0,16,Intel HD Graphics 620,Windows 10,1.24,99367.2,1920,1080,Intel,2.7,Core i7,512.0,SSD,0.0,None
577,Lenovo,Gaming,17.3,32,Nvidia GeForce GTX 1070,Windows 10,4.6,141884.63999999998,1920,1080,Intel,2.7,Core i7,256.0,SSD,1000.0,HDD
578,Other,Gaming,17.3,16,Nvidia GeForce GTX 1070,Windows 10,4.14,145401.12,1920,1080,Intel,2.9,Core i7,512.0,SSD,1000.0,HDD
579,Dell,Notebook,15.6,8,AMD Radeon R5 M430,Linux,2.2,39907.2528,1920,1080,Intel,2.7,Core i7,256.0,SSD,0.0,None
580,Other,Notebook,14.0,4,Intel HD Graphics 500,Windows 10,1.45,20725.92,1920,1080,Intel,1.1,Other,32.0,SSD,0.0,None
581,Dell,Notebook,15.6,8,Intel HD Graphics 620,Windows 10,1.9,53733.94559999999,1366,768,Intel,2.6,Core i5,500.0,HDD,0.0,None
582,HP,Notebook,13.3,4,Intel HD Graphics 620,Windows 10,1.49,38308.32,1920,1080,Intel,2.4,Core i3,128.0,SSD,0.0,None
583,Dell,Notebook,15.6,16,Nvidia GeForce 930MX,Windows 10,1.93,81912.13919999999,1920,1080,Intel,2.8,Core i7,256.0,SSD,0.0,None
584,Dell,Other,11.6,4,Intel HD Graphics 400,Chrome OS,1.26,15717.6,1366,768,Intel,1.6,Celeron Dual,16.0,Flash Storage,0.0,None
585,Other,Gaming,17.3,16,Other,Windows 10,4.5,125154.72,1920,1080,Intel,2.7,Core i7,128.0,SSD,1000.0,HDD
586,HP,Gaming,17.3,16,Nvidia GeForce GTX 1050,Windows 10,3.78,79813.44,1920,1080,Intel,2.8,Core i7,256.0,SSD,1000.0,HDD
587,Lenovo,Ultrabook,14.0,12,Intel HD Graphics 520,Windows 10,1.4,89137.44,1920,1080,Intel,2.6,Core i7,256.0,SSD,0.0,None
588,Lenovo,Notebook,15.6,12,Intel HD Graphics 620,Windows 10,2.2,32447.52,1366,768,Intel,1.8,Core i7,1000.0,HDD,0.0,None
589,Asus,Gaming,17.3,8,Nvidia GeForce GTX 1060,Windows 10,2.73,94305.6,1920,1080,Intel,2.5,Core i5,128.0,SSD,1000.0,HDD
590,Asus,2 in 1 Convertible,15.6,8,Intel HD Graphics 520,Windows 10,2.2,39373.92,1366,768,Intel,2.5,Core i5,1000.0,HDD,0.0,None
591,Lenovo,Notebook,15.6,12,AMD Radeon 530,Windows 10,2.2,50562.72,1920,1080,AMD,3.6,Other,512.0,SSD,0.0,None
592,Dell,2 in 1 Convertible,11.6,4,Other,Windows 10,1.39,32127.84,1366,768,Intel,1.0,Core M,128.0,SSD,0.0,None
593,Other,Notebook,15.6,16,Nvidia GeForce GTX 1050,Windows 10,2.5,90522.72,1920,1080,Intel,2.8,Core i7,128.0,SSD,1000.0,HDD
594,Lenovo,Notebook,17.3,4,Intel HD Graphics 520,No OS,2.8,28185.12,1920,1080,Intel,2,Core i3,500.0,HDD,0.0,None
595,Lenovo,Notebook,15.6,8,Intel HD Graphics 520,Windows 10,2.29,24455.52,1366,768,Intel,2.3,Core i3,1000.0,HDD,0.0,None
596,Lenovo,2 in 1 Convertible,13.3,8,Intel HD Graphics 620,Windows 10,1.37,107892.0,1920,1080,Intel,2.7,Core i7,512.0,SSD,0.0,None
597,Lenovo,Notebook,14.0,8,Other,Windows 10,1.7,78534.72,1920,1080,Intel,2.5,Core i5,256.0,SSD,0.0,None
598,Dell,2 in 1 Convertible,12.5,8,Intel HD Graphics 620,Windows 10,1.34,88977.59999999999,1920,1080,Intel,2.5,Core i5,256.0,SSD,0.0,None
599,Dell,Other,15.6,8,Other,Windows 10,2.06,93932.64,1920,1080,Intel,2.8,Core i7,256.0,SSD,0.0,None
600,HP,Notebook,15.6,8,Intel HD Graphics 620,Windows 10,1.84,64948.32,1920,1080,Intel,2.7,Core i7,256.0,SSD,0.0,None
601,HP,Notebook,15.6,4,Intel HD Graphics 620,Windows 10,2.1,35616.6144,1366,768,Intel,2.4,Core i3,500.0,HDD,0.0,None
602,Acer,Notebook,14.0,4,Intel HD Graphics 500,Windows 10,1.6,17529.12,1920,1080,Intel,1.1,Other,32.0,Flash Storage,0.0,None
603,Other,Gaming,17.3,16,Other,Windows 10,4.14,117162.72,1920,1080,Intel,2.7,Core i7,128.0,SSD,1000.0,HDD
604,Dell,Notebook,15.6,4,Other,Linux,2.18,24775.2,1366,768,Intel,2,Core i3,1000.0,HDD,0.0,None
605,Other,Gaming,15.6,16,Nvidia GeForce GTX 1060,Windows 10,1.8,122490.72,3840,2160,Intel,2.8,Core i7,256.0,SSD,2000.0,HDD
606,Other,Notebook,15.6,8,Intel HD Graphics 520,Windows 10,2.2,74538.72,1920,1080,Intel,2.5,Core i7,256.0,SSD,0.0,None
607,Lenovo,Notebook,15.6,6,Intel HD Graphics 620,Windows 10,2.4,30049.92,1920,1080,Intel,2.5,Core i5,1000.0,HDD,0.0,None
608,Lenovo,2 in 1 Convertible,15.6,8,Other,Windows 10,2,69210.72,1920,1080,Intel,2.8,Core i7,256.0,SSD,0.0,None
609,Acer,Notebook,14.0,4,Other,Windows 10,1.6,18594.72,1366,768,Intel,1.6,Pentium Quad,128.0,Flash Storage,0.0,None
610,Lenovo,Notebook,15.6,32,Other,Windows 10,2.5,261018.72,3840,2160,Intel,3.1,Other,1000.0,SSD,0.0,None
611,Dell,Gaming,15.6,16,Other,Windows 10,2.59,46833.6528,1920,1080,Intel,2.6,Core i7,1000.0,HDD,0.0,None
612,Dell,Notebook,15.6,4,Intel HD Graphics 520,Linux,2.18,23650.992,1366,768,Intel,2.0,Core i3,1000.0,HDD,0.0,None
613,Dell,Notebook,15.6,4,Intel HD Graphics 520,Linux,2.25,19127.52,1366,768,Intel,2.0,Core i3,1000.0,HDD,0.0,None
614,Dell,Notebook,15.6,4,Intel HD Graphics 620,Linux,1.93,46300.32,1366,768,Intel,2.6,Core i5,500.0,HDD,0.0,None
615,Asus,Gaming,17.3,8,Nvidia GeForce GTX 1050,Windows 10,3,62231.04,1920,1080,Intel,2.8,Core i7,128.0,SSD,1000.0,HDD
616,Dell,Notebook,15.6,4,Other,Linux,2.18,30316.32,1920,1080,Intel,2.5,Core i5,128.0,SSD,0.0,None
617,HP,Ultrabook,15.6,8,Intel HD Graphics 620,Windows 10,1.84,74005.92,1920,1080,Intel,2.7,Core i7,512.0,SSD,0.0,None
618,Other,Gaming,15.6,16,Nvidia GeForce GTX 1070,Windows 10,2.94,120831.5808,1920,1080,Intel,2.8,Core i7,256.0,SSD,1000.0,HDD
619,Acer,2 in 1 Convertible,11.6,4,Intel HD Graphics 400,Chrome OS,1.25,20193.12,1366,768,Intel,1.6,Other,32.0,Flash Storage,0.0,None
620,HP,Notebook,14.0,8,Intel HD Graphics 620,Windows 10,2.31,59886.72,1366,768,Intel,2.6,Core i5,256.0,SSD,0.0,None
621,Lenovo,Notebook,14.0,8,Intel HD Graphics 520,Windows 7,1.65,78055.2,1920,1080,Intel,2.3,Core i5,256.0,SSD,0.0,None
622,Dell,Notebook,15.6,4,AMD Radeon 530,Windows 10,2.2,41345.28,1920,1080,Intel,1.6,Core i5,1000.0,HDD,0.0,None
623,Other,Notebook,15.6,8,Intel HD Graphics 620,Windows 10,2.2,42570.72,1366,768,Intel,2.5,Core i5,256.0,SSD,0.0,None
624,HP,Notebook,15.6,4,Intel HD Graphics 520,Windows 7,1.88,49656.96,1366,768,Intel,2.3,Core i5,500.0,HDD,0.0,None
625,Lenovo,Notebook,15.6,8,Other,Windows 10,2.2,47898.72,1920,1080,Intel,2.7,Core i7,1000.0,HDD,0.0,None
626,Other,Notebook,14.0,2,Intel HD Graphics,Windows 10,1.4,12733.92,1920,1080,Intel,1.44,Other,32.0,Flash Storage,0.0,None
627,Lenovo,Notebook,15.6,4,Intel HD Graphics 620,No OS,2.2,24935.04,1920,1080,Intel,2.5,Core i5,128.0,SSD,0.0,None
628,Asus,2 in 1 Convertible,13.3,6,Intel HD Graphics 620,Windows 10,1.5,34046.4528,1920,1080,Intel,2.5,Core i5,1000.0,HDD,0.0,None
629,Dell,Notebook,15.6,8,Nvidia GeForce GTX 1050,Windows 10,2,96969.6,1920,1080,Intel,2.8,Core i7,256.0,SSD,0.0,None
630,Asus,Ultrabook,14.0,16,Intel HD Graphics 620,Windows 10,1.1,101232.0,1920,1080,Intel,2.7,Core i7,512.0,SSD,0.0,None
631,Dell,Gaming,15.6,16,Nvidia GeForce GTX 1050 Ti,Windows 10,2.62,78801.12,1920,1080,Intel,2.8,Core i7,256.0,SSD,1000.0,HDD
632,Lenovo,Notebook,15.6,4,Intel UHD Graphics 620,Windows 10,1.8,44169.12,1920,1080,Intel,1.6,Core i5,256.0,SSD,0.0,None
633,Lenovo,Notebook,15.6,4,Other,Windows 10,2.2,30849.12,1920,1080,Intel,2,Core i3,1000.0,HDD,0.0,None
634,Asus,Notebook,15.6,8,Intel HD Graphics 500,Windows 10,2,21258.72,1366,768,Intel,1.1,Celeron Dual,1000.0,HDD,0.0,None
635,Asus,Notebook,15.6,8,Nvidia GeForce GTX 1050,Windows 10,1.99,48304.7136,1920,1080,Intel,2.5,Core i5,1000.0,HDD,0.0,None
636,Dell,Ultrabook,13.3,8,Intel UHD Graphics 620,Windows 10,1.23,99580.32,3200,1800,Intel,1.6,Core i5,256.0,SSD,0.0,None
637,Lenovo,Notebook,14.0,2,Intel HD Graphics 400,Windows 10,1.42,13266.72,1366,768,Intel,1.6,Celeron Dual,32.0,Flash Storage,0.0,None
638,Lenovo,2 in 1 Convertible,13.3,8,Intel HD Graphics 620,Windows 10,1.37,93635.3376,1920,1080,Intel,2.7,Core i7,256.0,SSD,0.0,None
639,Dell,Notebook,15.6,16,Nvidia GeForce GTX 1050,Windows 10,2.06,127818.72,3840,2160,Intel,2.8,Core i7,1000.0,SSD,0.0,None
640,Lenovo,Gaming,15.6,8,Other,Windows 10,2.5,59087.52,1920,1080,Intel,2.8,Core i7,128.0,SSD,1000.0,HDD
641,HP,Notebook,17.0,8,Other,Windows 10,2.6,27753.552,1600,900,AMD,3,A9-Series 9420,1000.0,HDD,0.0,None
642,Lenovo,Ultrabook,14.0,16,Intel HD Graphics 620,Windows 10,1.14,130536.0,1920,1080,Intel,2.7,Core i7,512.0,SSD,0.0,None
643,Asus,Gaming,15.6,8,Nvidia GeForce GTX 1050 Ti,No OS,2.5,62284.32,1920,1080,Intel,2.8,Core i7,1000.0,HDD,0.0,None
644,Acer,Notebook,15.6,4,Intel HD Graphics 520,Windows 10,2.4,23976.0,1366,768,Intel,2,Core i3,500.0,HDD,0.0,None
645,Lenovo,Notebook,14.0,4,Intel HD Graphics,Windows 10,1.43,14598.72,1366,768,Intel,1.6,Celeron Dual,32.0,Flash Storage,0.0,None
646,Acer,Ultrabook,14.0,8,Other,Windows 10,1.8,48964.32,1920,1080,Intel,2.5,Core i5,256.0,SSD,0.0,None
647,Other,Gaming,14.0,16,Nvidia GeForce GTX 1060,Windows 10,1.95,138474.72,1920,1080,Intel,2.8,Core i7,256.0,SSD,0.0,None
648,Other,Notebook,13.3,8,Intel HD Graphics 520,Windows 10,1.2,64628.64,1920,1080,Intel,2.3,Core i5,256.0,SSD,0.0,None
649,Lenovo,Ultrabook,12.5,8,Intel HD Graphics 620,Windows 10,1.36,84395.52,1920,1080,Intel,2.7,Core i7,256.0,SSD,0.0,None
650,Asus,Gaming,17.3,32,Other,Windows 10,3.8,149130.72,1920,1080,Intel,2.7,Core i7,512.0,SSD,0.0,None
651,Acer,Gaming,15.6,8,Nvidia GeForce GTX 1050,Linux,2.4,37775.52,1920,1080,Intel,2.5,Core i5,1000.0,HDD,0.0,None
652,Dell,Ultrabook,13.3,8,Intel UHD Graphics 620,Windows 10,1.2,77250.672,1920,1080,Intel,1.6,Core i5,256.0,SSD,0.0,None
653,Other,Gaming,15.6,8,Nvidia GeForce GTX 1050 Ti,Windows 10,2.2,63499.10399999999,1920,1080,Intel,2.8,Core i7,128.0,SSD,1000.0,HDD
654,HP,Notebook,15.6,4,Intel HD Graphics 520,No OS,1.86,19441.872,1366,768,Intel,2,Core i3,500.0,HDD,0.0,None
655,Other,Notebook,15.6,8,Intel HD Graphics 620,Windows 10,2.0,56689.92,1920,1080,Intel,2.5,Core i5,500.0,HDD,0.0,None
656,Dell,Notebook,15.6,8,AMD Radeon 530,Windows 10,2.2,48964.32,1920,1080,Intel,1.8,Core i7,256.0,SSD,0.0,None
657,Dell,Notebook,15.6,16,AMD Radeon 530,Windows 10,2.2,60472.8,1920,1080,Intel,1.8,Core i7,256.0,SSD,2000.0,HDD
658,Lenovo,Gaming,15.6,8,Other,Windows 10,3.31,63722.88,1920,1080,Intel,2.6,Core i7,128.0,SSD,1000.0,HDD
659,Dell,Gaming,17.3,32,Nvidia GeForce GTX 1070,Windows 10,4.42,167691.8736,3840,2160,Intel,2.8,Core i7,512.0,SSD,1000.0,HDD
660,Dell,Notebook,14.0,8,Intel HD Graphics 520,Windows 10,1.56,65481.12,1920,1080,Intel,2.4,Core i5,256.0,SSD,0.0,None
661,Lenovo,Notebook,15.6,4,Intel HD Graphics 500,Windows 10,2.2,22324.32,1366,768,Intel,1.1,Celeron Dual,500.0,HDD,0.0,None
662,Lenovo,Notebook,15.6,4,Intel HD Graphics 520,Windows 10,2.2,28504.8,1920,1080,Intel,2.3,Core i5,500.0,HDD,0.0,None
663,HP,Notebook,15.6,6,AMD Radeon R5 M430,Windows 10,2.04,28717.92,1920,1080,Intel,2,Core i3,1000.0,HDD,0.0,None
664,Other,Gaming,17.3,8,Nvidia GeForce GTX 1060,Windows 10,2.7,79215.1056,1920,1080,Intel,2.8,Core i7,128.0,SSD,1000.0,HDD
665,Other,Notebook,15.6,4,Intel HD Graphics 520,Windows 10,2.1,26533.44,1366,768,Intel,2.1,Core i3,128.0,SSD,0.0,None
666,Dell,Notebook,15.6,8,Intel HD Graphics 620,Windows 10,2.06,50882.4,1920,1080,Intel,2.5,Core i5,1000.0,HDD,0.0,None
667,HP,Notebook,15.6,8,AMD Radeon 530,Windows 10,2.1,39693.6,1920,1080,Intel,2.7,Core i7,1000.0,HDD,0.0,None
668,Other,Notebook,15.6,8,Intel HD Graphics 620,Windows 10,2.0,67026.23999999999,1920,1080,Intel,2.5,Core i5,256.0,SSD,0.0,None
669,Acer,Notebook,15.6,4,Intel HD Graphics 520,Linux,2.1,21951.36,1366,768,Intel,2,Core i3,128.0,SSD,0.0,None
670,Other,Ultrabook,13.5,8,Other,Other,1.252,99519.048,2256,1504,Intel,2.8,Core i7,256.0,SSD,0.0,None
671,Lenovo,Notebook,15.6,8,AMD Radeon R5 M430,Windows 10,1.90,43580.376,1920,1080,Intel,2.5,Core i5,128.0,SSD,1000.0,HDD
672,Lenovo,2 in 1 Convertible,13.3,8,Intel HD Graphics 620,Windows 10,1.3,55091.52,1920,1080,Intel,2.5,Core i5,256.0,SSD,0.0,None
673,Lenovo,Notebook,15.6,4,Other,Windows 10,2.2,18594.72,1366,768,AMD,2.2,Other,128.0,SSD,0.0,None
674,HP,2 in 1 Convertible,14.0,4,Nvidia GeForce 940MX,Windows 10,1.63,37242.72,1920,1080,Intel,2.4,Core i3,128.0,SSD,0.0,None
675,Other,Gaming,15.6,16,Nvidia GeForce GTX 1050,Windows 10,2.4,68944.31999999999,1920,1080,Intel,2.8,Core i7,256.0,SSD,1000.0,HDD
676,Asus,Ultrabook,14.0,8,Intel HD Graphics 620,Windows 10,1.1,60472.8,1920,1080,Intel,2.5,Core i5,256.0,SSD,0.0,None
677,HP,2 in 1 Convertible,11.6,8,Intel HD Graphics 500,Chrome OS,1.4,26373.6,1366,768,Intel,1.1,Celeron Dual,64.0,Flash Storage,0.0,None
678,Other,Ultrabook,15.6,8,Intel HD Graphics 620,Windows 10,1.09,122490.72,1920,1080,Intel,1.8,Core i7,512.0,SSD,0.0,None
679,Acer,Gaming,15.6,16,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,69210.72,1920,1080,Intel,2.5,Core i5,256.0,SSD,0.0,None
680,Other,Gaming,15.6,8,Nvidia GeForce GTX 1050,Windows 10,2.2,53168.112,1920,1080,Intel,2.5,Core i5,256.0,SSD,0.0,None
681,Asus,Notebook,15.6,4,Intel HD Graphics 500,Windows 10,1.86,22324.32,1366,768,Intel,1.1,Celeron Dual,128.0,SSD,0.0,None
682,Dell,Gaming,15.6,16,Nvidia GeForce GTX 1060,Windows 10,3.21,109277.28,1920,1080,Intel,2.5,Core i5,128.0,SSD,1000.0,HDD
683,HP,Notebook,17.3,4,Other,Windows 10,2.5,37242.72,1920,1080,Intel,2,Core i3,256.0,SSD,0.0,None
684,Lenovo,2 in 1 Convertible,13.3,8,Intel UHD Graphics 620,Windows 10,1.19,79866.72,1920,1080,Intel,1.8,Core i7,512.0,SSD,0.0,None
685,Dell,Gaming,15.6,16,Nvidia GeForce GTX 1070,Windows 10,3.49,149916.6,1920,1080,Intel,2.9,Core i7,256.0,SSD,1000.0,HDD
686,HP,Notebook,15.6,4,AMD Radeon 520,Windows 10,1.86,32639.8608,1366,768,Intel,2.5,Core i5,500.0,HDD,0.0,None
687,Dell,Notebook,15.6,4,AMD Radeon R5 M430,Windows 10,2.2,29073.297599999994,1366,768,Intel,2,Core i3,1000.0,HDD,0.0,None
688,HP,Notebook,17.3,6,Other,Windows 10,2.65,30316.32,1920,1080,AMD,2.4,Other,2000.0,HDD,0.0,None
689,Lenovo,Notebook,15.6,4,Other,Windows 10,2.1,16943.04,1366,768,Intel,1.6,Celeron Dual,500.0,HDD,0.0,None
690,Acer,Notebook,14.0,4,Other,Chrome OS,1.45,19980.0,1366,768,Intel,1.6,Celeron Dual,32.0,Flash Storage,0.0,None
691,Lenovo,Notebook,14.0,4,Intel HD Graphics 620,Windows 10,1.7,37242.72,1920,1080,Intel,2.5,Core i5,256.0,SSD,0.0,None
692,HP,Other,17.3,8,Other,Windows 10,3.14,101657.7072,1920,1080,Intel,2.8,Core i7,500.0,HDD,0.0,None
693,Lenovo,2 in 1 Convertible,14.0,8,Intel HD Graphics 620,Windows 10,1.42,137995.19999999998,2560,1440,Intel,2.7,Core i7,256.0,SSD,0.0,None
694,Other,Notebook,13.3,8,Intel HD Graphics 620,Windows 10,1.5,51841.44,1920,1080,Intel,2.5,Core i5,256.0,SSD,0.0,None
695,Acer,Other,11.6,4,Intel HD Graphics,Windows 10,1.4,14332.32,1366,768,Intel,1.6,Celeron Dual,32.0,Flash Storage,0.0,None
696,Lenovo,2 in 1 Convertible,14.0,16,Intel HD Graphics 620,Windows 10,1.38,93186.72,1920,1080,Intel,2.7,Core i7,512.0,SSD,0.0,None
697,Asus,2 in 1 Convertible,12.5,4,Intel HD Graphics 515,Chrome OS,1.2,35644.32,1920,1080,Intel,0.9,Core M,64.0,Flash Storage,0.0,None
698,Other,Ultrabook,13.3,16,Intel HD Graphics 520,Windows 10,1.36,100006.56,1920,1080,Intel,2.5,Core i7,512.0,SSD,0.0,None
699,HP,Notebook,15.6,4,AMD Radeon 530,Windows 10,2.1,36709.92,1920,1080,Intel,2.7,Core i7,500.0,HDD,0.0,None
700,Dell,Gaming,15.6,8,Nvidia GeForce GTX 1050,Windows 10,2.56,43636.32,1920,1080,Intel,2.5,Core i5,1000.0,HDD,0.0,None
701,Lenovo,Notebook,15.6,4,AMD Radeon 530,Windows 10,2.2,21258.72,1920,1080,AMD,2.9,A9-Series 9420,256.0,SSD,0.0,None
702,Lenovo,Notebook,15.6,8,Other,Windows 10,2.2,22857.12,1366,768,AMD,3.6,Other,1000.0,HDD,0.0,None
703,Lenovo,Notebook,15.6,4,Intel HD Graphics 620,Windows 10,2.1,33110.856,1920,1080,Intel,2.5,Core i5,1000.0,HDD,1000.0,HDD
704,Lenovo,Notebook,15.6,4,Intel HD Graphics 520,No OS,1.90,23976.0,1366,768,Intel,2,Core i3,500.0,HDD,0.0,None
705,Dell,Notebook,15.6,8,Intel HD Graphics 620,Windows 10,2.18,42357.6,1920,1080,Intel,2.5,Core i5,256.0,SSD,0.0,None
706,Acer,2 in 1 Convertible,13.3,8,Intel UHD Graphics 620,Windows 10,1.6,53226.72,1920,1080,Intel,1.6,Core i5,256.0,SSD,0.0,None
707,Lenovo,Other,15.6,16,Other,Windows 7,2.18,98834.4,1920,1080,Intel,2.5,Core i7,512.0,SSD,0.0,None
708,Lenovo,Notebook,14.0,8,Intel HD Graphics 520,Windows 10,1.8,63456.48,1920,1080,Intel,2.3,Core i5,256.0,SSD,0.0,None
709,HP,Notebook,17.3,6,AMD Radeon 530,Windows 10,2.71,34898.932799999995,1920,1080,AMD,2.5,Other,2000.0,HDD,0.0,None
710,Lenovo,Gaming,15.6,8,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,66546.72,1920,1080,Intel,2.8,Core i7,128.0,SSD,1000.0,HDD
711,Dell,Notebook,14.0,8,Nvidia GeForce 930MX,Linux,1.64,58021.92,1920,1080,Intel,2.8,Core i5,256.0,SSD,0.0,None
712,Dell,Notebook,15.6,8,Intel HD Graphics 620,Linux,1.98,38681.28,1920,1080,Intel,2.5,Core i5,1000.0,HDD,0.0,None
713,Asus,Notebook,14.0,4,Intel HD Graphics 500,Windows 10,1.5,15877.44,1920,1080,Intel,1.1,Celeron Dual,32.0,Flash Storage,0.0,None
714,Dell,Notebook,15.6,16,Intel HD Graphics 620,Windows 10,1.93,76012.44480000001,1920,1080,Intel,2.6,Core i5,512.0,SSD,0.0,None
715,Lenovo,Notebook,14.0,8,Other,Windows 10,1.87,45664.6896,1920,1080,Intel,2.5,Core i5,256.0,SSD,0.0,None
716,Dell,Notebook,15.6,8,Intel HD Graphics 620,Windows 10,1.9,62817.12,1920,1080,Intel,2.6,Core i5,256.0,SSD,0.0,None
717,Lenovo,Notebook,15.6,4,Other,Windows 10,2.19,15877.44,1366,768,AMD,2,Other,500.0,HDD,0.0,None
718,Other,Notebook,14.0,4,Intel HD Graphics 400,Windows 10,1.4,14119.2,1920,1200,Intel,1.92,Other,32.0,HDD,0.0,None
